ticket_id,opened_at,cloud,category,priority,summary,status,assignment_group,resolution_hours,sla_met,root_cause,resolution
CLD-00745,2026-05-25T22:00:00,AWS,Compute,P4,AWS compute operational issue,Resolved,Cloud Operations,13.6,Yes,Compute configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00746,2026-04-21T20:00:00,AWS,Monitoring,P4,AWS monitoring operational issue,Resolved,Cloud Operations,13.76,Yes,Monitoring configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00747,2026-03-30T09:00:00,AWS,Identity,P4,AWS identity operational issue,Resolved,Cloud Operations,36.24,Yes,Identity configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00748,2026-02-16T19:00:00,Azure,Backup,P3,Azure backup operational issue,Resolved,Cloud Operations,29.85,No,Backup configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00749,2026-02-10T02:00:00,AWS,Monitoring,P3,AWS monitoring operational issue,Resolved,Cloud Operations,9.55,Yes,Monitoring configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00750,2026-06-25T10:00:00,AWS,Monitoring,P4,AWS monitoring operational issue,Resolved,Cloud Operations,27.45,Yes,Monitoring configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00751,2026-05-13T01:00:00,AWS,Storage,P4,AWS storage operational issue,Resolved,Cloud Operations,29.37,Yes,Storage configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00752,2026-06-01T04:00:00,AWS,Identity,P3,AWS identity operational issue,Resolved,Cloud Operations,17.39,Yes,Identity configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00753,2026-06-09T03:00:00,Azure,Security,P3,Azure security operational issue,Resolved,Cloud Operations,5.83,Yes,Security configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00754,2026-03-14T01:00:00,AWS,Identity,P3,AWS identity operational issue,Resolved,Cloud Operations,27.27,No,Identity configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00755,2026-04-03T04:00:00,AWS,Terraform,P3,AWS terraform operational issue,Resolved,Cloud Operations,33.13,No,Terraform configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00756,2026-01-20T13:00:00,AWS,Identity,P3,AWS identity operational issue,Resolved,Cloud Operations,11.06,Yes,Identity configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00757,2026-03-24T23:00:00,Azure,Storage,P2,Azure storage operational issue,Resolved,Cloud Operations,5.44,Yes,Storage configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00758,2026-02-07T05:00:00,AWS,Security,P4,AWS security operational issue,Resolved,Cloud Operations,12.27,Yes,Security configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00759,2026-03-26T06:00:00,AWS,Network,P4,AWS network operational issue,Resolved,Cloud Operations,22.11,Yes,Network configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00760,2026-01-04T05:00:00,AWS,Network,P2,AWS network operational issue,Resolved,Cloud Operations,7.66,Yes,Network configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00761,2026-04-23T13:00:00,Azure,Identity,P3,Azure identity operational issue,Resolved,Cloud Operations,0.57,Yes,Identity configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00762,2026-03-18T10:00:00,Azure,Cost,P1,Azure cost operational issue,Resolved,Cloud Operations,10.07,No,Cost configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00763,2026-01-30T02:00:00,AWS,Terraform,P3,AWS terraform operational issue,Resolved,Cloud Operations,9.28,Yes,Terraform configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00764,2026-06-22T10:00:00,Azure,Compute,P2,Azure compute operational issue,Resolved,Cloud Operations,5.57,Yes,Compute configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00765,2026-04-20T00:00:00,Azure,Monitoring,P3,Azure monitoring operational issue,Resolved,Cloud Operations,22.77,Yes,Monitoring configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00766,2026-06-20T12:00:00,AWS,Security,P4,AWS security operational issue,Resolved,Cloud Operations,15.08,Yes,Security configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00767,2026-03-31T23:00:00,Azure,Security,P3,Azure security operational issue,Resolved,Cloud Operations,2.09,Yes,Security configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00768,2026-05-09T02:00:00,Azure,Compute,P3,Azure compute operational issue,Resolved,Cloud Operations,2.6,Yes,Compute configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00769,2026-03-07T19:00:00,Azure,Monitoring,P4,Azure monitoring operational issue,Resolved,Cloud Operations,1.26,Yes,Monitoring configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00770,2026-03-05T21:00:00,AWS,Monitoring,P2,AWS monitoring operational issue,Resolved,Cloud Operations,3.95,Yes,Monitoring configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00771,2026-03-12T23:00:00,Azure,Terraform,P3,Azure terraform operational issue,Resolved,Cloud Operations,4.56,Yes,Terraform configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00772,2026-02-20T23:00:00,AWS,Compute,P4,AWS compute operational issue,Resolved,Cloud Operations,7.74,Yes,Compute configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00773,2026-06-21T16:00:00,Azure,Backup,P4,Azure backup operational issue,Resolved,Cloud Operations,18.38,Yes,Backup configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00774,2026-06-02T18:00:00,AWS,Compute,P2,AWS compute operational issue,Resolved,Cloud Operations,1.03,Yes,Compute configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00775,2026-02-05T05:00:00,Azure,Monitoring,P3,Azure monitoring operational issue,Resolved,Cloud Operations,35.12,No,Monitoring configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00776,2026-06-13T12:00:00,AWS,Backup,P3,AWS backup operational issue,Resolved,Cloud Operations,17.1,Yes,Backup configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00777,2026-02-09T01:00:00,Azure,Terraform,P3,Azure terraform operational issue,Resolved,Cloud Operations,31.14,No,Terraform configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00778,2026-02-22T08:00:00,Azure,Storage,P4,Azure storage operational issue,Resolved,Cloud Operations,3.87,Yes,Storage configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00779,2026-06-05T15:00:00,Azure,Monitoring,P3,Azure monitoring operational issue,Resolved,Cloud Operations,1.8,Yes,Monitoring configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00780,2026-05-23T18:00:00,AWS,Security,P4,AWS security operational issue,Resolved,Cloud Operations,12.23,Yes,Security configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00781,2026-06-12T23:00:00,Azure,Network,P3,Azure network operational issue,Resolved,Cloud Operations,8.77,Yes,Network configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00782,2026-03-10T19:00:00,Azure,Identity,P4,Azure identity operational issue,Resolved,Cloud Operations,7.23,Yes,Identity configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00783,2026-05-16T05:00:00,AWS,Identity,P4,AWS identity operational issue,Resolved,Cloud Operations,26.79,Yes,Identity configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00784,2026-05-02T21:00:00,Azure,Network,P3,Azure network operational issue,Resolved,Cloud Operations,12.18,Yes,Network configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00785,2026-05-13T05:00:00,AWS,Network,P3,AWS network operational issue,Resolved,Cloud Operations,8.72,Yes,Network configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00786,2026-01-07T08:00:00,Azure,Backup,P3,Azure backup operational issue,Resolved,Cloud Operations,38.86,No,Backup configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00787,2026-04-24T01:00:00,AWS,Monitoring,P3,AWS monitoring operational issue,Resolved,Cloud Operations,10.95,Yes,Monitoring configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00788,2026-01-25T19:00:00,AWS,Backup,P3,AWS backup operational issue,Resolved,Cloud Operations,37.2,No,Backup configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00789,2026-02-06T02:00:00,AWS,Terraform,P3,AWS terraform operational issue,Resolved,Cloud Operations,12.15,Yes,Terraform configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00790,2026-03-16T02:00:00,Azure,Cost,P1,Azure cost operational issue,Resolved,Cloud Operations,11.44,No,Cost configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00791,2026-05-02T14:00:00,Azure,Cost,P2,Azure cost operational issue,Resolved,Cloud Operations,1.3,Yes,Cost configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00792,2026-05-08T08:00:00,Azure,Backup,P4,Azure backup operational issue,Resolved,Cloud Operations,19.21,Yes,Backup configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00793,2026-02-27T06:00:00,Azure,Backup,P3,Azure backup operational issue,Resolved,Cloud Operations,15.17,Yes,Backup configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00794,2026-01-09T11:00:00,Azure,Network,P4,Azure network operational issue,Resolved,Cloud Operations,37.86,Yes,Network configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00795,2026-03-29T04:00:00,Azure,Cost,P4,Azure cost operational issue,Resolved,Cloud Operations,7.44,Yes,Cost configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00796,2026-03-05T09:00:00,AWS,Monitoring,P2,AWS monitoring operational issue,Resolved,Cloud Operations,6.55,Yes,Monitoring configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00797,2026-03-27T15:00:00,Azure,Network,P4,Azure network operational issue,Resolved,Cloud Operations,22.54,Yes,Network configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00798,2026-02-13T11:00:00,Azure,Cost,P4,Azure cost operational issue,Resolved,Cloud Operations,0.69,Yes,Cost configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00799,2026-02-26T16:00:00,AWS,Compute,P3,AWS compute operational issue,Resolved,Cloud Operations,1.51,Yes,Compute configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00800,2026-01-31T00:00:00,AWS,Cost,P3,AWS cost operational issue,Resolved,Cloud Operations,3.75,Yes,Cost configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00801,2026-06-16T16:00:00,AWS,Monitoring,P3,AWS monitoring operational issue,Resolved,Cloud Operations,36.33,No,Monitoring configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00802,2026-03-05T17:00:00,AWS,Network,P3,AWS network operational issue,Resolved,Cloud Operations,7.83,Yes,Network configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00803,2026-04-01T02:00:00,AWS,Compute,P4,AWS compute operational issue,Resolved,Cloud Operations,27.82,Yes,Compute configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00804,2026-01-11T01:00:00,AWS,Terraform,P3,AWS terraform operational issue,Resolved,Cloud Operations,14.79,Yes,Terraform configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00805,2026-06-14T18:00:00,AWS,Backup,P3,AWS backup operational issue,Resolved,Cloud Operations,12.13,Yes,Backup configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00806,2026-04-10T02:00:00,AWS,Storage,P1,AWS storage operational issue,Resolved,Cloud Operations,10.44,No,Storage configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00807,2026-05-17T04:00:00,AWS,Compute,P4,AWS compute operational issue,Resolved,Cloud Operations,33.13,Yes,Compute configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00808,2026-05-03T03:00:00,Azure,Identity,P3,Azure identity operational issue,Resolved,Cloud Operations,11.15,Yes,Identity configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00809,2026-01-03T21:00:00,AWS,Database,P3,AWS database operational issue,Resolved,Cloud Operations,11.73,Yes,Database configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00810,2026-03-22T02:00:00,AWS,Compute,P4,AWS compute operational issue,Resolved,Cloud Operations,28.77,Yes,Compute configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00811,2026-03-14T19:00:00,Azure,Terraform,P1,Azure terraform operational issue,Resolved,Cloud Operations,2.67,Yes,Terraform configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00812,2026-01-29T20:00:00,Azure,Cost,P4,Azure cost operational issue,Resolved,Cloud Operations,22.26,Yes,Cost configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00813,2026-03-16T10:00:00,Azure,Network,P3,Azure network operational issue,Resolved,Cloud Operations,9.31,Yes,Network configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00814,2026-05-09T13:00:00,Azure,Storage,P4,Azure storage operational issue,Resolved,Cloud Operations,12.07,Yes,Storage configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00815,2026-05-24T09:00:00,AWS,Identity,P4,AWS identity operational issue,Resolved,Cloud Operations,32.14,Yes,Identity configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00816,2026-01-23T07:00:00,Azure,Security,P4,Azure security operational issue,Resolved,Cloud Operations,29.07,Yes,Security configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00817,2026-04-06T04:00:00,Azure,Security,P2,Azure security operational issue,Resolved,Cloud Operations,9.64,No,Security configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00818,2026-04-27T13:00:00,Azure,Database,P1,Azure database operational issue,Resolved,Cloud Operations,2.98,Yes,Database configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00819,2026-02-12T12:00:00,AWS,Cost,P3,AWS cost operational issue,Resolved,Cloud Operations,13.71,Yes,Cost configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00820,2026-01-29T00:00:00,AWS,Monitoring,P3,AWS monitoring operational issue,Resolved,Cloud Operations,3.94,Yes,Monitoring configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00821,2026-03-31T19:00:00,AWS,Terraform,P3,AWS terraform operational issue,Resolved,Cloud Operations,6.22,Yes,Terraform configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00822,2026-03-01T03:00:00,Azure,Database,P4,Azure database operational issue,Resolved,Cloud Operations,9.68,Yes,Database configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00823,2026-05-06T07:00:00,AWS,Identity,P3,AWS identity operational issue,Resolved,Cloud Operations,26.1,No,Identity configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00824,2026-06-19T23:00:00,Azure,Identity,P4,Azure identity operational issue,Resolved,Cloud Operations,7.07,Yes,Identity configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00825,2026-05-12T00:00:00,AWS,Monitoring,P3,AWS monitoring operational issue,Resolved,Cloud Operations,11.24,Yes,Monitoring configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00826,2026-04-07T05:00:00,Azure,Database,P3,Azure database operational issue,Resolved,Cloud Operations,18.75,Yes,Database configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00827,2026-04-06T17:00:00,AWS,Security,P2,AWS security operational issue,Resolved,Cloud Operations,7.84,Yes,Security configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00828,2026-02-12T00:00:00,Azure,Storage,P3,Azure storage operational issue,Resolved,Cloud Operations,31.87,No,Storage configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00829,2026-06-24T13:00:00,AWS,Backup,P2,AWS backup operational issue,Resolved,Cloud Operations,4.63,Yes,Backup configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00830,2026-05-30T23:00:00,Azure,Backup,P4,Azure backup operational issue,Resolved,Cloud Operations,39.85,Yes,Backup configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00831,2026-01-04T21:00:00,AWS,Backup,P3,AWS backup operational issue,Resolved,Cloud Operations,5.4,Yes,Backup configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00832,2026-04-14T18:00:00,AWS,Security,P1,AWS security operational issue,Resolved,Cloud Operations,11.76,No,Security configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00833,2026-02-17T16:00:00,AWS,Monitoring,P1,AWS monitoring operational issue,Resolved,Cloud Operations,6.39,No,Monitoring configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00834,2026-03-26T08:00:00,Azure,Monitoring,P4,Azure monitoring operational issue,Resolved,Cloud Operations,3.55,Yes,Monitoring configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00835,2026-01-17T22:00:00,AWS,Storage,P2,AWS storage operational issue,Resolved,Cloud Operations,11.64,No,Storage configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00836,2026-04-16T18:00:00,AWS,Security,P3,AWS security operational issue,Resolved,Cloud Operations,15.84,Yes,Security configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00837,2026-03-13T08:00:00,Azure,Terraform,P4,Azure terraform operational issue,Resolved,Cloud Operations,9.8,Yes,Terraform configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00838,2026-03-03T01:00:00,AWS,Security,P4,AWS security operational issue,Resolved,Cloud Operations,18.78,Yes,Security configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00839,2026-06-17T12:00:00,AWS,Backup,P3,AWS backup operational issue,Resolved,Cloud Operations,17.93,Yes,Backup configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00840,2026-04-27T06:00:00,AWS,Backup,P4,AWS backup operational issue,Resolved,Cloud Operations,19.37,Yes,Backup configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00841,2026-03-18T22:00:00,Azure,Backup,P4,Azure backup operational issue,Resolved,Cloud Operations,23.26,Yes,Backup configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00842,2026-04-29T19:00:00,Azure,Terraform,P3,Azure terraform operational issue,Resolved,Cloud Operations,3.91,Yes,Terraform configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00843,2026-05-07T14:00:00,Azure,Identity,P2,Azure identity operational issue,Resolved,Cloud Operations,8.08,No,Identity configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00844,2026-05-14T09:00:00,Azure,Network,P4,Azure network operational issue,Resolved,Cloud Operations,17.68,Yes,Network configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00845,2026-01-26T13:00:00,Azure,Monitoring,P3,Azure monitoring operational issue,Resolved,Cloud Operations,19.67,Yes,Monitoring configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00846,2026-06-18T19:00:00,AWS,Security,P3,AWS security operational issue,Resolved,Cloud Operations,10.3,Yes,Security configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00847,2026-01-06T10:00:00,AWS,Backup,P4,AWS backup operational issue,Resolved,Cloud Operations,0.76,Yes,Backup configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00848,2026-01-03T08:00:00,Azure,Security,P3,Azure security operational issue,Resolved,Cloud Operations,13.04,Yes,Security configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00849,2026-03-15T00:00:00,Azure,Database,P4,Azure database operational issue,Resolved,Cloud Operations,16.23,Yes,Database configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00850,2026-06-28T18:00:00,AWS,Compute,P4,AWS compute operational issue,Resolved,Cloud Operations,3.42,Yes,Compute configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00851,2026-02-10T17:00:00,AWS,Monitoring,P4,AWS monitoring operational issue,Resolved,Cloud Operations,27.91,Yes,Monitoring configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00852,2026-02-24T09:00:00,Azure,Monitoring,P3,Azure monitoring operational issue,Resolved,Cloud Operations,4.51,Yes,Monitoring configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00853,2026-06-06T05:00:00,AWS,Cost,P3,AWS cost operational issue,Resolved,Cloud Operations,0.57,Yes,Cost configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00854,2026-06-06T00:00:00,AWS,Compute,P4,AWS compute operational issue,Resolved,Cloud Operations,19.74,Yes,Compute configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00855,2026-05-15T10:00:00,AWS,Backup,P4,AWS backup operational issue,Resolved,Cloud Operations,37.41,Yes,Backup configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00856,2026-06-13T06:00:00,AWS,Compute,P3,AWS compute operational issue,Resolved,Cloud Operations,23.25,Yes,Compute configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00857,2026-03-06T10:00:00,AWS,Monitoring,P4,AWS monitoring operational issue,Resolved,Cloud Operations,14.43,Yes,Monitoring configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00858,2026-03-02T22:00:00,AWS,Backup,P3,AWS backup operational issue,Resolved,Cloud Operations,23.58,Yes,Backup configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00859,2026-03-09T08:00:00,AWS,Storage,P4,AWS storage operational issue,Resolved,Cloud Operations,23.02,Yes,Storage configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00860,2026-04-12T21:00:00,AWS,Compute,P3,AWS compute operational issue,Resolved,Cloud Operations,38.33,No,Compute configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00861,2026-02-18T11:00:00,AWS,Cost,P4,AWS cost operational issue,Resolved,Cloud Operations,11.97,Yes,Cost configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00862,2026-06-02T18:00:00,AWS,Compute,P3,AWS compute operational issue,Resolved,Cloud Operations,9.06,Yes,Compute configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00863,2026-01-05T02:00:00,Azure,Cost,P4,Azure cost operational issue,Resolved,Cloud Operations,36.07,Yes,Cost configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00864,2026-06-02T00:00:00,AWS,Database,P4,AWS database operational issue,Resolved,Cloud Operations,9.6,Yes,Database configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00865,2026-06-28T18:00:00,Azure,Security,P3,Azure security operational issue,Resolved,Cloud Operations,39.18,No,Security configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00866,2026-04-03T21:00:00,AWS,Compute,P3,AWS compute operational issue,Resolved,Cloud Operations,8.22,Yes,Compute configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00867,2026-06-26T22:00:00,AWS,Network,P4,AWS network operational issue,Resolved,Cloud Operations,16.96,Yes,Network configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00868,2026-05-26T01:00:00,AWS,Network,P3,AWS network operational issue,Resolved,Cloud Operations,22.26,Yes,Network configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00869,2026-06-17T21:00:00,AWS,Terraform,P2,AWS terraform operational issue,Resolved,Cloud Operations,9.18,No,Terraform configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00870,2026-06-14T07:00:00,AWS,Network,P3,AWS network operational issue,Resolved,Cloud Operations,24.14,No,Network configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00871,2026-01-29T19:00:00,Azure,Cost,P3,Azure cost operational issue,Resolved,Cloud Operations,29.23,No,Cost configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00872,2026-03-03T03:00:00,Azure,Monitoring,P4,Azure monitoring operational issue,Resolved,Cloud Operations,4.13,Yes,Monitoring configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00873,2026-04-09T03:00:00,AWS,Compute,P3,AWS compute operational issue,Resolved,Cloud Operations,6.12,Yes,Compute configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00874,2026-01-16T22:00:00,Azure,Terraform,P4,Azure terraform operational issue,Resolved,Cloud Operations,6.07,Yes,Terraform configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00875,2026-03-11T00:00:00,Azure,Storage,P3,Azure storage operational issue,Resolved,Cloud Operations,5.15,Yes,Storage configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00876,2026-06-09T13:00:00,AWS,Backup,P3,AWS backup operational issue,Resolved,Cloud Operations,21.52,Yes,Backup configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00877,2026-05-16T11:00:00,Azure,Security,P4,Azure security operational issue,Resolved,Cloud Operations,4.44,Yes,Security configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00878,2026-01-26T08:00:00,Azure,Storage,P2,Azure storage operational issue,Resolved,Cloud Operations,4.22,Yes,Storage configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00879,2026-02-13T15:00:00,AWS,Terraform,P4,AWS terraform operational issue,Resolved,Cloud Operations,20.35,Yes,Terraform configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00880,2026-06-12T03:00:00,Azure,Storage,P4,Azure storage operational issue,Resolved,Cloud Operations,5.63,Yes,Storage configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00881,2026-02-26T18:00:00,AWS,Storage,P4,AWS storage operational issue,Resolved,Cloud Operations,11.76,Yes,Storage configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00882,2026-06-24T21:00:00,AWS,Network,P4,AWS network operational issue,Resolved,Cloud Operations,26.33,Yes,Network configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
